id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
20216,20140724T000000,515805,5,2.75,2710,4136,2,0,0,3,8,2710,0,2014,0,98059,47.4786,-122.123,2590,4136
20217,20140714T000000,1.03E+06,4,3.25,3600,18645,2,0,1,3,10,3000,600,2013,0,98059,47.5294,-122.154,3970,10957
20218,20141113T000000,437718,3,2.5,1800,3265,2,0,0,3,8,1800,0,2014,0,98065,47.5338,-121.841,1800,3663
20219,20140814T000000,450000,4,2.5,2290,5515,2,0,0,3,8,2290,0,2006,0,98106,47.5518,-122.357,1380,5515
20220,20141028T000000,515000,3,2.5,1510,1178,2,0,0,3,8,1060,450,2007,0,98122,47.6181,-122.301,1510,1210
20221,20150302T000000,204000,2,2.5,1090,13444,2,0,0,3,7,1090,0,2007,0,98198,47.4166,-122.319,1380,6000
20222,20140523T000000,360000,3,2,1270,1323,3,0,0,3,8,1270,0,2006,0,98103,47.6934,-122.342,1330,1323
20223,20141203T000000,550000,3,2.25,1540,1005,3,0,0,3,8,1540,0,2008,0,98103,47.6827,-122.346,1510,1501
20224,20140529T000000,650880,3,2.5,2930,6050,2,0,0,3,9,2930,0,2008,0,98065,47.5151,-121.883,2760,5765
20225,20150225T000000,1.79E+06,5,3.75,4360,8504,2,0,4,3,10,3530,830,2014,0,98033,47.6936,-122.19,2680,9000
20226,20150225T000000,895900,4,3.5,3640,4983,2,0,3,3,9,2790,850,2014,0,98075,47.5619,-122.027,3270,14700
20227,20140606T000000,585000,4,2.5,2430,4747,2,0,0,3,8,2430,0,2008,0,98027,47.5285,-122.031,1930,7200
20228,20150508T000000,380000,3,2.25,1520,1464,2,0,0,3,8,1240,280,2010,0,98126,47.543,-122.375,1710,1464
20229,20141118T000000,565997,5,2.75,2730,5820,2,0,0,3,8,2730,0,2014,0,98059,47.4856,-122.154,2730,5700
20230,20150504T000000,459000,3,3,2440,2076,2,0,0,3,8,1930,510,2006,0,98126,47.5476,-122.37,2440,2310
20231,20150421T000000,550000,3,3.75,1580,1303,2,0,0,3,8,1340,240,2010,0,98144,47.5875,-122.315,1560,1294
20232,20140725T000000,500000,3,2.25,1420,983,3,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280
20233,20150327T000000,461500,5,3.25,2820,3275,2,0,0,3,8,2230,590,2006,0,98118,47.5339,-122.284,2610,3275
20234,20140522T000000,2.15E+06,4,5.5,5060,10320,2,0,0,3,11,5060,0,2008,0,98004,47.6245,-122.21,3010,10080
20235,20150421T000000,790000,4,2.5,2650,5000,2,0,0,3,8,2650,0,2007,0,98116,47.5605,-122.396,1110,6250
20236,20140627T000000,735000,3,2.25,1490,1212,2,0,0,3,9,1040,450,2011,0,98112,47.6226,-122.313,1490,1337
20237,20150330T000000,588000,4,2.5,3060,7710,2,0,0,3,9,3060,0,2009,0,98059,47.4828,-122.136,3040,7840
20238,20150513T000000,724500,3,3.25,3240,4185,2,0,0,3,8,2770,470,2011,0,98075,47.5794,-122.03,2660,4692
20239,20140709T000000,749000,3,2.75,2820,5348,2,0,0,3,9,2820,0,2008,0,98052,47.7073,-122.118,3140,5640
20240,20140918T000000,720000,5,3.5,4140,7642,2,0,0,3,8,4140,0,2003,0,98075,47.591,-122.008,3330,6953
20241,20140611T000000,250000,2,1.5,982,846,2,0,0,3,8,806,176,2006,0,98133,47.7034,-122.345,1010,3844
20242,20150327T000000,790000,3,2.75,2460,3600,2,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600
20243,20150121T000000,392440,4,2.5,2547,4800,2,0,0,3,9,2547,0,2014,0,98092,47.2592,-122.194,2598,4800
20244,20140725T000000,280000,4,2.25,1834,7460,2,0,0,3,8,1834,0,2012,0,98042,47.3568,-122.163,1979,9008
20245,20141113T000000,1.33E+06,4,4.5,3130,5126,3,0,0,3,10,2450,680,2014,0,98112,47.6239,-122.29,2540,7784
20246,20141217T000000,649000,4,2.5,2730,4847,2,0,0,3,9,2730,0,2008,0,98126,47.549,-122.374,1250,4840
20247,20141031T000000,457000,2,2.5,1380,1329,2,0,0,3,8,1050,330,2008,0,98117,47.6903,-122.37,1360,3750
20248,20150323T000000,2.23E+06,4,4.25,4700,10800,2,0,1,3,11,3910,790,2002,0,98033,47.6882,-122.214,2370,7680
20249,20140823T000000,453000,3,3,2330,4284,2,0,0,3,9,1920,410,2004,0,98108,47.5547,-122.308,2330,3709
20250,20140922T000000,329780,3,2.5,1730,3600,2,0,0,3,8,1730,0,2014,0,98146,47.5014,-122.34,2030,3600
20251,20141112T000000,1.05E+06,2,2.5,2350,2390,3,0,2,3,10,2000,350,2007,0,98144,47.5999,-122.286,1950,2390
20252,20150505T000000,771005,5,4.5,4000,6713,2,0,0,3,9,4000,0,2015,0,98024,47.5254,-121.886,3690,6600
20253,20140725T000000,1.30E+06,3,2.5,3350,7752,1,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988
20254,20140619T000000,607500,3,3.25,1530,1612,3,0,0,3,8,1530,0,2006,0,98107,47.6706,-122.378,1530,1611
20255,20150116T000000,278000,2,2.25,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968
20256,20140702T000000,475000,4,2.75,2620,6178,2,0,0,3,8,2620,0,2013,0,98045,47.4823,-121.771,2790,6538
20257,20140814T000000,270000,3,2,1300,1920,2,0,0,3,8,850,450,2006,0,98126,47.5183,-122.376,1300,1344
20258,20150423T000000,1.30E+06,4,3.5,3590,5334,2,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250
20259,20140811T000000,778983,4,2.5,2490,5647,2,0,0,3,8,2490,0,2014,0,98052,47.7043,-122.114,2970,5450
20260,20141022T000000,221000,3,2.5,1320,1780,2,0,0,3,7,880,440,2005,0,98118,47.528,-122.269,3040,6000
20261,20140821T000000,338800,4,2.25,1800,2752,2,0,0,3,8,1800,0,2014,0,98106,47.5165,-122.346,1800,2752
20262,20140804T000000,834995,5,1.5,3360,5225,2,0,0,3,9,3360,0,2014,0,98074,47.6072,-122.053,3230,5368
20263,20150501T000000,550000,4,2.5,3220,9328,2,0,0,3,8,3220,0,2006,0,98019,47.7273,-121.958,3020,9300
20264,20141031T000000,575000,3,3.5,2514,1559,2,0,0,3,8,2024,490,2007,0,98034,47.7044,-122.209,2090,10454
20265,20140923T000000,649000,4,2.75,3130,9711,2,0,0,3,9,3130,0,2014,0,98059,47.4823,-122.124,1570,10500
20266,20140530T000000,545000,4,2.5,2720,4738,2,0,0,3,8,2720,0,2012,0,98065,47.515,-121.869,2590,5740
20267,20141120T000000,625000,2,2.25,1390,916,2,0,0,3,8,1165,225,2007,0,98122,47.6168,-122.314,1415,1488
20268,20141223T000000,1.04E+06,4,4.5,4920,270236,2,0,3,3,10,3820,1100,2006,0,98045,47.4695,-121.775,4920,260924
20269,20140516T000000,611000,3,2.5,2134,1984,2.5,0,0,3,8,2134,0,2008,0,98027,47.5402,-122.027,2170,1984
20270,20150317T000000,300000,3,2.5,1741,5701,2,0,0,3,8,1741,0,2012,0,98030,47.379,-122.184,2002,5700
20271,20141229T000000,577000,3,2.5,2560,5238,2,0,0,3,8,2560,0,2001,0,98053,47.6887,-122.04,2560,5185
20272,20141020T000000,349990,4,2.5,2220,3561,2,0,0,3,8,2220,0,2014,0,98038,47.3561,-122.063,2530,4449
20273,20140714T000000,650000,3,2.5,1910,4363,2,0,0,3,9,1910,0,2006,0,98029,47.5482,-121.996,1890,3732
20274,20150328T000000,378000,2,1.5,980,853,2,0,0,3,7,820,160,2009,0,98144,47.5925,-122.295,1130,1270
20275,20150205T000000,313200,3,2.5,1950,4197,2,0,0,3,7,1950,0,2013,0,98042,47.3613,-122.081,2300,4178
20276,20140912T000000,1.21E+06,5,4.25,4150,12015,2,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,3230,27520
20277,20150506T000000,252500,2,1.5,1110,986,2,0,0,3,7,950,160,2009,0,98118,47.5427,-122.272,1110,3515
20278,20150305T000000,308000,3,2.5,1250,1150,2,0,0,3,8,1080,170,2009,0,98106,47.5582,-122.363,1250,1150
20279,20140515T000000,803100,4,2.5,3310,5404,2,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,2600,4730
20280,20140618T000000,415000,4,2.5,2020,5501,2,0,0,3,7,2020,0,2010,0,98059,47.4937,-122.15,2020,5494
20281,20140814T000000,785000,4,3.5,3310,4850,2,0,0,3,9,3310,0,2010,0,98053,47.6954,-122.022,3320,5955
20282,20140528T000000,499950,4,2.5,2798,4473,2,0,0,3,9,2798,0,2012,0,98055,47.4295,-122.205,2358,4593
20283,20150317T000000,216000,4,2.5,1847,8000,2,0,0,3,7,1847,0,2008,0,98001,47.2874,-122.257,1767,8000
20284,20150226T000000,380000,4,2.5,2420,4981,2,0,0,3,9,2420,0,2009,0,98038,47.3785,-122.023,2420,5000
20285,20141106T000000,345000,4,2.5,2020,3600,2,0,0,3,7,2020,0,2012,0,98038,47.3535,-122.017,2210,3800
20286,20141104T000000,456500,4,2.5,2400,6811,2,0,0,3,8,2400,0,2007,0,98059,47.4959,-122.15,2710,5314
20287,20141104T000000,382495,3,2.5,1760,5390,1,0,0,3,8,1760,0,2014,0,98038,47.3482,-122.042,2310,5117
20288,20150306T000000,324950,4,2.5,2110,4178,2,0,0,3,7,2110,0,2013,0,98042,47.3612,-122.081,2300,4142
20289,20140811T000000,436472,4,2.5,2692,8392,2,0,0,3,9,2692,0,2014,0,98030,47.3519,-122.197,2574,14446
20290,20140530T000000,365250,3,2.25,1490,4522,2,0,0,3,7,1490,0,2009,0,98028,47.7611,-122.233,1580,4667
20291,20150324T000000,919990,5,3.25,3960,6352,2,0,0,3,10,3960,0,2014,0,98075,47.5806,-122.055,2930,9875
20292,20150429T000000,316475,4,2.5,1740,4642,2,0,0,3,7,1740,0,2012,0,98042,47.3686,-122.117,1950,4642
20293,20150324T000000,425000,4,2.5,1940,4517,1,0,0,3,8,1190,750,2010,0,98028,47.776,-122.26,1910,10410
20294,20150311T000000,302860,2,1,970,3279,2,0,0,3,7,790,180,2007,0,98136,47.5469,-122.383,1150,1351
20295,20140722T000000,298000,3,2.5,1852,4000,2,0,0,3,7,1852,0,2014,0,98002,47.3455,-122.21,2166,4000
20296,20140826T000000,3.20E+06,4,4,4810,18851,2,0,3,3,11,4810,0,2007,0,98004,47.6364,-122.214,3970,19929
20297,20141201T000000,950000,4,4,5635,9695,2,0,3,3,10,4360,1275,2011,0,98003,47.3389,-122.334,3726,9765
20298,20141121T000000,333000,3,2.5,1520,3041,2,0,0,3,7,1520,0,2009,0,98059,47.4874,-122.152,1820,3229
20299,20150305T000000,289950,3,2.5,2099,4275,2,0,0,3,7,2099,0,2010,0,98002,47.3521,-122.211,2099,4275
20300,20150506T000000,419950,3,2.25,1250,811,3,0,0,3,8,1250,0,2014,0,98136,47.5419,-122.388,1250,1232
20301,20140715T000000,306000,2,1.5,1090,1183,3,0,0,3,8,1090,0,2008,0,98103,47.6974,-122.349,1110,1384
20302,20141129T000000,498445,4,2.5,3216,5902,2,0,0,3,9,3216,0,2014,0,98030,47.3425,-122.179,2815,4916
20303,20140620T000000,775950,4,2.5,2970,4400,2,0,0,3,8,2970,0,2014,0,98052,47.705,-122.114,3010,4892
20304,20140703T000000,605000,3,2.5,2610,6405,2,0,0,3,8,2610,0,2001,0,98065,47.5373,-121.874,2580,6285
20305,20140909T000000,520000,2,1.75,1340,1368,2,0,0,3,7,1060,280,2006,0,98122,47.618,-122.311,2480,1707
20306,20141028T000000,849990,4,2.75,3300,4987,2,0,0,3,9,3300,0,2014,0,98074,47.6175,-122.056,3520,5453
20307,20140604T000000,767450,3,2,1630,7599,1,0,0,3,10,1630,0,2006,0,98117,47.6981,-122.376,2030,7599
20308,20140808T000000,665000,3,2.25,1590,929,2,0,0,3,9,1060,530,2014,0,98122,47.6172,-122.31,1510,1193
20309,20140918T000000,525000,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,0,98103,47.6534,-122.355,1350,1288
20310,20140722T000000,870515,4,3.5,3600,5697,2,0,0,3,9,2940,660,2014,0,98075,47.5755,-122.071,3490,5911
20311,20140721T000000,390000,4,2.5,2154,4153,2,0,0,3,9,2154,0,2012,0,98058,47.4557,-122.13,2154,4091
20312,20150411T000000,500000,3,1.75,1530,825,3,0,0,3,8,1530,0,2015,0,98144,47.5929,-122.308,1580,1915
20313,20140805T000000,399950,3,2.25,1360,1041,2,0,0,3,8,1094,266,2006,0,98117,47.6925,-122.375,1522,1382
20314,20150209T000000,305000,3,2.5,1320,2480,2,0,0,3,7,1320,0,2005,0,98118,47.536,-122.284,1320,3240
20315,20150123T000000,255000,4,2.5,1660,6724,2,0,0,3,7,1660,0,2009,0,98001,47.259,-122.256,1544,6054
20316,20140930T000000,415000,4,2.5,2891,6499,2,0,0,3,9,2891,0,2014,0,98001,47.3359,-122.257,2550,8383
20317,20150327T000000,716500,3,2.5,2340,2155,2,0,0,3,10,2120,220,2012,0,98027,47.53,-122.073,2640,2680
20318,20140625T000000,425000,3,2.5,2320,2267,3,0,0,3,8,2320,0,2009,0,98177,47.7027,-122.359,1240,1883
20319,20150217T000000,540000,4,2.5,2190,3855,2,0,0,3,8,2190,0,2010,0,98011,47.7705,-122.169,2190,3600
20320,20140804T000000,324747,3,2.5,2060,4742,2,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4725
20321,20150128T000000,385000,3,2.5,1740,4145,2,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.015,1740,4045
20322,20140812T000000,270000,3,2.25,1400,3825,2,0,0,3,7,1400,0,2012,0,98042,47.3596,-122.082,2110,3825
20323,20140612T000000,1.24E+06,5,4,4410,14380,2,0,0,3,11,4410,0,2006,0,98052,47.6463,-122.121,2720,11454
20324,20150416T000000,672000,3,2.5,1780,1647,2,0,0,3,8,1080,700,2008,0,98103,47.6597,-122.355,2000,1741
20325,20150129T000000,310000,3,2.5,1760,10137,2,0,0,3,8,1760,0,2010,0,98038,47.355,-122.059,2000,6935
20326,20140811T000000,3.00E+06,3,3.5,4410,10756,2,1,4,3,11,3430,980,2014,0,98056,47.5283,-122.205,3550,5634
20327,20150225T000000,2.35E+06,6,4.25,5550,11547,2,0,2,3,11,4270,1280,2014,0,98033,47.6547,-122.202,3480,11547
20328,20140627T000000,427000,3,2.5,2432,9391,2,0,2,3,9,2432,0,2005,0,98001,47.3453,-122.267,2912,8932
20329,20150423T000000,389950,3,2.5,2283,3996,2,0,0,3,8,2283,0,2008,0,98031,47.4221,-122.192,1760,3992
20330,20140625T000000,309620,3,2.5,1860,3730,2,0,0,3,8,1860,0,2012,0,98019,47.7442,-121.984,2110,4509
20331,20140701T000000,399895,4,2.5,2701,4500,2,0,0,3,9,2701,0,2014,0,98092,47.2586,-122.194,2570,4800
20332,20150202T000000,442515,4,2.5,2930,4875,2,0,0,3,9,2930,0,2014,0,98030,47.3421,-122.179,2815,4900
20333,20141202T000000,375000,3,2.25,1540,1561,3,0,0,3,8,1540,0,2010,0,98103,47.6991,-122.346,1540,1547
20334,20140702T000000,309780,3,2.5,2242,4500,2,0,0,3,8,2242,0,2014,0,98092,47.2583,-122.198,2009,4500
20335,20150312T000000,425000,3,2.5,1950,4345,2,0,0,3,7,1950,0,2007,0,98065,47.5202,-121.873,2260,4345
20336,20150501T000000,405000,2,3,1160,1073,2,0,0,3,7,880,280,2007,0,98144,47.5788,-122.315,1250,4812
20337,20140719T000000,356250,3,2.5,2060,5115,2,0,0,3,9,2060,0,2014,0,98092,47.3261,-122.163,2648,4500
20338,20150219T000000,550000,3,2.25,1230,875,3,0,0,3,8,1230,0,2013,0,98199,47.6521,-122.4,1760,5664
20339,20140505T000000,340000,2,1.5,1160,1438,2,0,0,3,7,1160,0,2001,0,98144,47.5917,-122.295,1220,1740
20340,20140823T000000,362865,4,2.5,2245,4301,2,0,0,3,8,2245,0,2014,0,98038,47.3555,-122.063,2530,4478
20341,20150323T000000,1.36E+06,4,3.5,4120,12626,2,0,1,3,11,3970,150,2014,0,98034,47.7089,-122.245,4120,11913
20342,20140505T000000,830000,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375
20343,20140801T000000,1.60E+06,5,3.75,4270,7500,2,0,0,3,10,3210,1060,2014,0,98033,47.6845,-122.207,2410,8350
20344,20150304T000000,855000,4,3.5,2890,5911,2,0,0,3,9,2370,520,2014,0,98075,47.5754,-122.071,3490,6093
20345,20140819T000000,1.21E+06,5,3.5,3220,8000,2,0,0,3,9,2900,320,2008,0,98033,47.6834,-122.2,2100,9680
20346,20140811T000000,1.39E+06,4,3.5,4010,15365,2,0,1,3,11,4010,0,2006,0,98027,47.5528,-122.093,3550,13429
20347,20150326T000000,400200,4,3.5,2260,30250,2,0,0,3,7,2260,0,2013,0,98188,47.4493,-122.281,1270,16350
20348,20140523T000000,235000,2,1,1140,1730,1.5,0,0,3,8,1010,130,2007,0,98126,47.5494,-122.372,1360,1730
20349,20150507T000000,349950,3,2,1640,4714,1,0,0,3,8,1640,0,2009,0,98038,47.3539,-122.021,1770,4802
20350,20140709T000000,659950,4,2.75,3510,9400,2,0,0,3,9,3510,0,2014,0,98059,47.4827,-122.131,3550,9429
20351,20140508T000000,785000,3,2.75,3010,1842,2,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2950,4200
20352,20150416T000000,475000,2,2.25,1060,925,2,0,0,3,8,980,80,2006,0,98199,47.6386,-122.388,1020,4000
20353,20140527T000000,263900,3,2.5,1658,2700,2,0,0,3,8,1658,0,2014,0,98198,47.3667,-122.307,1658,2700
20354,20150501T000000,342000,3,2.5,1960,3540,2,0,0,3,8,1960,0,2012,0,98038,47.3568,-122.055,1840,3825
20355,20140918T000000,367899,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,0,98038,47.371,-122.018,2370,4200
20356,20150204T000000,657044,3,3.5,3420,23786,1.5,0,0,3,9,3420,0,2014,0,98059,47.4739,-122.11,1590,23774
20357,20141113T000000,359950,2,1.5,893,965,2,0,0,3,8,893,0,2007,0,98122,47.6187,-122.301,1340,1436
20358,20140723T000000,879950,4,2.75,3020,7203,2,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,3010,7215
20359,20140826T000000,550000,4,2.5,2470,5954,2,0,0,3,8,2470,0,2013,0,98028,47.7685,-122.236,2470,4800
20360,20141209T000000,279000,4,2.5,2009,4800,2,0,0,3,8,2009,0,2012,0,98092,47.2586,-122.2,1798,4800
20361,20140718T000000,255000,3,2.5,1530,1116,2.5,0,0,3,7,1530,0,2005,0,98028,47.7385,-122.25,1530,7780
20362,20150224T000000,609500,3,1.75,1590,1113,3,0,0,3,8,1590,0,2014,0,98107,47.6691,-122.402,1520,1357
20363,20140620T000000,420000,5,3,2630,3149,2,0,0,3,8,1670,960,2013,0,98056,47.5065,-122.171,2240,4825
20364,20141008T000000,570000,4,2.5,3230,7187,2,0,0,3,9,3230,0,2008,0,98059,47.4995,-122.15,2950,6537
20365,20150512T000000,439000,3,2.25,1430,2343,2,0,0,3,8,1430,0,2012,0,98108,47.5648,-122.294,1270,1916
20366,20141108T000000,310000,3,2.5,2242,5744,2,0,0,3,8,2242,0,2012,0,98092,47.2597,-122.199,2009,5712
20367,20150209T000000,635000,4,2.5,2500,4000,2,0,0,3,8,2500,0,2014,0,98144,47.5902,-122.311,1480,4300
20368,20141128T000000,399950,3,2.5,1230,922,2,0,0,3,8,1080,150,2009,0,98199,47.6518,-122.384,1230,1237
20369,20140805T000000,805000,4,2.5,3020,3600,2.5,0,0,3,9,3020,0,2009,0,98029,47.5407,-121.993,2570,3600
20370,20150407T000000,1.80E+06,4,3.5,3480,4000,2,0,0,3,9,2460,1020,2015,0,98112,47.6356,-122.281,2620,4000
20371,20150403T000000,1.21E+06,4,3,3330,7650,1,0,0,3,9,1830,1500,2008,0,98103,47.6889,-122.352,1200,3876
20372,20141015T000000,745000,4,2.5,3400,4840,2,0,0,3,10,3190,210,2006,0,98059,47.5066,-122.146,3400,5710
20373,20140624T000000,329445,2,1.5,830,1119,2,0,0,3,7,830,0,2005,0,98144,47.5828,-122.314,1480,3622
20374,20141015T000000,588000,5,3,3110,4464,2,0,0,3,8,3110,0,2007,0,98011,47.7719,-122.168,2450,4221
20375,20140707T000000,494815,3,2.5,1910,2091,2,0,0,3,8,1910,0,2014,0,98029,47.5445,-122.013,1630,1546
20376,20141014T000000,591975,3,2.75,3230,5250,2,0,0,3,9,2680,550,2014,0,98065,47.5196,-121.878,2710,5250
20377,20150108T000000,600000,5,2.75,3380,8179,2,0,0,3,9,3380,0,2011,0,98059,47.4827,-122.135,2840,8179
20378,20140708T000000,673000,3,2.75,2830,3496,2,0,0,3,8,2830,0,2012,0,98029,47.5606,-122.011,2160,3501
20379,20150211T000000,889950,5,3.5,3700,7055,2,0,0,3,9,3700,0,2014,0,98074,47.5929,-122.057,3170,6527
20380,20150325T000000,500000,4,3,2520,4104,2,0,0,3,7,2520,0,2002,0,98065,47.5352,-121.88,2510,5015
20381,20141001T000000,500000,3,2.25,1530,1396,2,0,0,3,8,1240,290,2007,0,98107,47.666,-122.367,1690,2500
20382,20140505T000000,890000,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750
20383,20150429T000000,437000,3,3,1460,1180,3,0,0,3,8,1460,0,2006,0,98117,47.6998,-122.367,1460,1224
20384,20140905T000000,419700,3,2.25,1450,1486,2,0,0,3,8,1160,290,2006,0,98116,47.5694,-122.387,1370,1437
20385,20140723T000000,394000,3,2,1160,3441,1,0,0,4,6,580,580,1930,0,98136,47.5314,-122.392,1160,4000
20386,20140806T000000,342000,3,2,1640,4802,1,0,0,3,8,1640,0,2010,0,98038,47.3538,-122.021,1940,4802
20387,20140626T000000,420000,3,1.75,1444,249126,1.5,0,0,3,7,1444,0,2008,0,98070,47.4104,-122.486,1760,224770
20388,20140523T000000,580000,3,2.5,1620,1173,3,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505
20389,20150327T000000,343000,2,1.5,1100,1228,2,0,0,3,7,900,200,2007,0,98118,47.5538,-122.282,1340,1380
20390,20150402T000000,390000,2,1.5,1340,1402,2,0,0,3,8,1120,220,2008,0,98144,47.588,-122.304,1340,1213
20391,20140811T000000,274000,3,1.5,1450,4694,2,0,0,3,7,1450,0,2011,0,98038,47.3654,-122.021,1870,4198
20392,20150114T000000,700000,4,2.5,3040,7200,2,0,0,3,9,3040,0,2008,0,98177,47.7747,-122.366,2360,8245
20393,20150416T000000,838000,4,2.5,2560,7210,2,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2160,10439
20394,20140917T000000,300000,6,3,2744,9926,2,0,0,3,7,2744,0,2006,0,98002,47.2773,-122.216,2470,9926
20395,20140903T000000,467000,3,2.25,1420,990,3,0,0,3,8,1420,0,2008,0,98103,47.6801,-122.348,1350,1415
20396,20150302T000000,395000,2,1,700,7457,1,0,0,3,6,700,0,1943,0,98108,47.5348,-122.295,1500,7130
20397,20140924T000000,734000,5,4.25,4110,42755,2,0,2,3,10,2970,1140,2000,0,98023,47.3375,-122.337,2730,12750
20398,20150106T000000,480000,5,2.75,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,47.4866,-122.155,2560,5380
20399,20150217T000000,539000,3,2.75,2130,1400,2,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1520,3132
20400,20150505T000000,459950,5,2.75,3078,6371,2,0,0,3,9,3078,0,2014,0,98042,47.3587,-122.163,1979,19030
20401,20141030T000000,306500,2,1,840,892,2,0,0,3,7,840,0,2006,0,98136,47.5396,-122.387,1030,1007
20402,20150326T000000,408474,3,2.5,1800,2731,2,0,0,3,8,1800,0,2014,0,98065,47.5342,-121.841,1800,3265
20403,20140514T000000,437000,3,2.75,2580,5200,2,0,0,3,8,2580,0,2008,0,98059,47.496,-122.151,2700,5602
20404,20140623T000000,160797,3,1.5,1270,2356,2,0,0,3,7,1270,0,2012,0,98108,47.5671,-122.298,1490,2175
20405,20150107T000000,729000,4,3.5,3065,5440,3,0,0,3,9,3065,0,2014,0,98056,47.524,-122.2,2210,8400
20406,20141031T000000,499000,3,2.5,1861,1587,2,0,0,3,8,1578,283,2007,0,98034,47.7043,-122.209,2090,10454
20407,20141016T000000,359950,4,2.75,2260,5705,2,0,0,3,8,2260,0,2014,0,98042,47.3726,-122.159,2260,5727
20408,20141210T000000,929000,5,3.25,4150,7100,2,0,0,3,10,4150,0,2013,0,98074,47.6026,-122.06,3560,7214
20409,20141006T000000,529950,2,2.5,1500,1174,2,0,0,3,8,1140,360,2014,0,98107,47.6689,-122.363,1550,1519
20410,20150403T000000,461000,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2012,0,98027,47.5394,-122.027,1620,1068
20411,20141014T000000,271115,2,1.5,830,1325,2,0,0,3,7,830,0,2005,0,98136,47.5472,-122.384,1310,1485
20412,20150106T000000,653000,4,2.5,3120,5137,2,0,0,3,7,3120,0,2003,0,98053,47.6842,-122.04,2755,5137
20413,20141024T000000,565000,3,2.5,1870,1058,3,0,0,3,8,1380,490,2007,0,98103,47.6512,-122.345,1440,1136
20414,20141204T000000,529950,3,2.25,1240,1250,3,0,0,3,8,1240,0,2014,0,98107,47.6748,-122.377,1470,1250
20415,20150326T000000,585000,4,2.5,2820,5612,2,0,0,3,9,2820,0,2007,0,98028,47.7477,-122.236,1620,14881
20416,20140703T000000,609000,3,1.75,1630,1526,3,0,0,3,8,1630,0,2014,0,98103,47.6536,-122.354,1570,1274
20417,20140618T000000,267000,3,2.25,1584,2800,2,0,0,3,7,1584,0,2012,0,98002,47.3454,-122.214,1584,2800
20418,20140509T000000,557000,4,2.5,2840,4500,2,0,0,3,8,2840,0,2012,0,98028,47.7678,-122.237,2840,4939
20419,20141117T000000,709950,4,3.25,3910,6293,2,0,0,3,9,3130,780,2006,0,98065,47.5389,-121.86,4410,6015
20420,20140718T000000,625000,3,2.5,1730,1301,3,0,0,3,9,1730,0,2011,0,98103,47.653,-122.352,1330,1240
20421,20141223T000000,599000,3,2.75,1840,2060,2,0,0,3,10,1700,140,2013,0,98027,47.53,-122.073,2590,2680
20422,20150506T000000,920000,4,3.75,4030,503989,2,0,0,3,10,4030,0,2008,0,98045,47.4807,-121.795,2110,71874
20423,20141016T000000,1.29E+06,4,3.5,3440,3800,3,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800
20424,20150330T000000,324500,4,2.5,2110,3825,2,0,0,3,7,2110,0,2012,0,98042,47.3602,-122.082,2110,3825
20425,20150116T000000,471500,3,2.5,2430,5866,2,0,0,3,7,2430,0,2009,0,98065,47.5158,-121.871,2380,5866
20426,20140808T000000,1.02E+06,4,3.75,4690,207141,2,0,0,3,10,4030,660,2007,0,98019,47.7072,-121.983,2890,200527
20427,20141111T000000,998000,4,3.5,3500,43560,2,0,0,3,9,2850,650,2014,0,98006,47.5481,-122.103,3640,40545
20428,20150129T000000,262000,4,2.5,2070,8685,2,0,0,3,7,2070,0,2006,0,98188,47.4697,-122.267,2170,9715
20429,20150401T000000,844000,4,3.5,3350,6350,2,0,2,3,8,2610,740,2009,0,98116,47.5602,-122.39,1820,6350
20430,20140624T000000,745641,4,2.5,2440,4850,2,0,0,3,8,2440,0,2013,0,98052,47.7043,-122.114,2970,5450
20431,20141212T000000,659950,5,3,3010,7357,2,0,0,3,9,3010,0,2008,0,98133,47.7226,-122.33,2370,8050
20432,20140804T000000,339989,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.018,2370,4200
